,block_id,date,indicator_id,perc_point,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
47,bUb6dbgNp7o,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Akhand Nagar,35,535.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
48,f8FnEAgiGOz,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Kadipur,12,534.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
49,hcBv6xoPmri,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Motigarpur,21,529.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
50,vXwJYqDZIzf,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Bhadayeea,29,530.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
51,wDcv6om3WT1,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Pratap Pur Kamaicha,33,532.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
52,wzWcav8jSNr,202503,indicator_1,100.0,o4ZQTVcMI7U,Sultanpur,Kurebhar,37,525.0,Ayodhya Division,176,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
53,AN2dWDiHkBb,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Khair,35,109.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
54,ARlYpTrc811,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Tappal,33,,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
55,Ae6KfBl84FW,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Aligarh (Urban),206,,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
56,DeIlv8osqJa,202503,indicator_1,86.80141044613235,frD2HOp3wAs,Aligarh,Dhanipur,39,113.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
57,O5BIieG3GQR,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Atrauli,43,115.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
58,Pf9sH55x9lG,202503,indicator_1,85.59804477956646,frD2HOp3wAs,Aligarh,Bijauli,34,116.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
59,S842tHqLUI1,202503,indicator_1,92.31518152565346,frD2HOp3wAs,Aligarh,Gangiri,46,117.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
60,WFVLpMb2xKo,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Akrabad,32,114.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
61,XYBTVZE0LeN,202503,indicator_1,98.45569108571021,frD2HOp3wAs,Aligarh,Iglas,33,119.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
62,fDgjRPtNpqt,202503,indicator_1,96.86648263616259,frD2HOp3wAs,Aligarh,Lodha,47,112.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
63,jkV9lhxAuuK,202503,indicator_1,85.7517729712129,frD2HOp3wAs,Aligarh,Gonda,32,118.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
64,nYlhMfttxtb,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Jawan Sikanderpur,39,111.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
65,oV5iZQFUzGo,202503,indicator_1,100.0,frD2HOp3wAs,Aligarh,Chandaus,35,110.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
66,APE5J6eTM3s,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Manihari,41,749.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
67,ISeQXIbXref,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Mohammadabad,44,759.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
68,J01CgvckM2C,202503,indicator_1,92.81376810089418,dScWdMRN8PL,Ghazipur,Karanda,28,756.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
69,KkUxdrYeeXC,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Bhadaura,43,763.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
70,NbXqavwiDug,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Jakhania,42,748.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
71,OFvD8TPE8bU,202503,indicator_1,94.30531897581855,dScWdMRN8PL,Ghazipur,Saidpur,46,751.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
72,PEDIETmpZdA,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Ghazipur (Urban),13,,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
73,SQuL6ZdC6LY,202503,indicator_1,97.40795553678613,dScWdMRN8PL,Ghazipur,Varachakwar,38,758.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
74,VivEa0lrJEt,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Ghazipur,41,755.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
75,hepZfdzFqgL,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Zamania,48,761.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
76,iMSgdsfQfK3,202503,indicator_1,96.48635643124639,dScWdMRN8PL,Ghazipur,Mardah,35,754.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
77,kcQKXLIXWNj,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Deokali,41,752.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
78,mhI69xut9he,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Bhanwarkol,33,760.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
79,oJK3Sqdic6n,202503,indicator_1,98.63077533594745,dScWdMRN8PL,Ghazipur,Kasimabad,43,757.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
80,w2mC1IzGqJO,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Sadat,40,750.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
81,y8eD89Cg95c,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Revatipur,35,762.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
82,zv6Gc6aGnXd,202503,indicator_1,100.0,dScWdMRN8PL,Ghazipur,Virno,31,753.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
83,AcznJJtvLKq,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Sahpau,23,126.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
84,NHwhqnwjZ0d,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Mursan,34,124.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
85,NZZfSO3tDC5,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Hathras (Urban),20,,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
86,Sy6tfTi18KA,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Sasni,39,120.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
87,TY8SzPsUCPQ,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Hasayan,34,122.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
88,nGMlBiXPa8W,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Sadabad,44,125.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
89,tisCSlmEcvz,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Hathras,34,123.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
90,ws066anR0wR,202503,indicator_1,100.0,m1IAjmqkoFC,Hathras,Sikandra Rao,36,121.0,Alligarh Division,201,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
91,Ae5sVkqEY53,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Paraspur,50,573.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
92,FMAaW4X6ueM,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Nawabganj,39,577.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
93,GtDp6Qz9pSx,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Pandri Krapal,27,567.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
94,JLjbfCaudqg,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Chhapia,37,580.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
95,KTP3RqHdGlM,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Belsar,37,574.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
96,QW8N7nXhELz,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Tarabganj,35,575.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
97,SiNGqVJoMtb,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Katra Bazar,42,570.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
98,SxFTKbP1SXZ,202503,indicator_1,87.32414030504961,y8WarEkWCul,Gonda,Colonelganj,39,572.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
99,Yzv8XKcvFMn,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Wazirganj,36,576.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
100,Zkst7ZD9ogq,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Itia Thok,43,566.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
101,dbHdyWgjMbk,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Gonda (Urban),21,,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
102,eeLkdiQv8Ex,202503,indicator_1,99.75736839593215,y8WarEkWCul,Gonda,Babhanjot,45,579.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
103,i9BEhkE3w1b,202503,indicator_1,99.26329075266892,y8WarEkWCul,Gonda,Jhanjhari,46,568.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
104,l9TKc1gE8KO,202503,indicator_1,99.99087819165214,y8WarEkWCul,Gonda,Rupaidih,48,565.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
105,pgmL8MQQwKP,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Mujhana,44,569.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
106,tob7bPRXBV3,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Haldharmau,40,571.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
107,yRVebIQF3pX,202503,indicator_1,100.0,y8WarEkWCul,Gonda,Mankapur,45,578.0,Gonda Division,182,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
108,Afucmep9Fdq,202503,indicator_1,100.0,IU006h5U7jj,Rampur,Saidnagar,51,52.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
109,Bgu9MPGC8NW,202503,indicator_1,97.65678303702462,IU006h5U7jj,Rampur,Shahabad,73,55.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
110,DNtrijn28qb,202503,indicator_1,100.0,IU006h5U7jj,Rampur,Bilaspur,50,51.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
111,TLMPAZhmOLv,202503,indicator_1,100.0,IU006h5U7jj,Rampur,Milak,70,54.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
112,TfKrN4hWv8C,202503,indicator_1,100.0,IU006h5U7jj,Rampur,Rampur (Urban),46,,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
113,nwSfqFHkPxa,202503,indicator_1,99.76796017139957,IU006h5U7jj,Rampur,Suar,85,50.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
114,zph89qUJBah,202503,indicator_1,100.0,IU006h5U7jj,Rampur,Chamraua,47,53.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
115,ApSm0CuGVfL,202503,indicator_1,86.37913636198344,MfHac5N78aK,Lucknow,Bakshi-Ka-Talab,60,296.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
116,NyYp5W4XZfR,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Lucknow (Urban),206,,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
117,VKvevXLweem,202503,indicator_1,90.10100461778892,MfHac5N78aK,Lucknow,Mohanlalganj,61,301.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
118,aKYlZcPC3HU,202503,indicator_1,78.71095758519726,MfHac5N78aK,Lucknow,Chinhat,36,297.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
119,c8dGu0p6B0M,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Malihabad,49,295.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
120,ciUK1Y4Eaxf,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Sarojaninagar,62,299.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
121,iK1PfQ9wLbz,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Kakori,39,298.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
122,ksTeBOfYw9L,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Mal,41,294.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
123,qnglbY5alFS,202503,indicator_1,100.0,MfHac5N78aK,Lucknow,Gosaiganj,47,300.0,Lucknow Division,155,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
124,Aq89pvDpWBA,202503,indicator_1,98.90535079890881,ClbehnmwSec,Chandauli,Shahabganj,26,771.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
125,F1Ddi7jawvX,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Dhanapur,45,765.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
126,FyHWyWYiq51,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Niyamatabad,47,767.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
127,J2ufTjaikuE,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Sakaldiha,50,766.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
128,P0KHYXl7qFF,202503,indicator_1,95.87838732634887,ClbehnmwSec,Chandauli,Chahniya,42,764.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
129,QglkJx8TDdn,202503,indicator_1,59.23768262277566,ClbehnmwSec,Chandauli,Chandauli,47,768.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
130,UuA1Z7kFP5w,202503,indicator_1,87.37733473921816,ClbehnmwSec,Chandauli,Naugarh,17,772.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
131,VpPC8KPVwrC,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Chakia,37,770.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
132,kneJKc3fNtp,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Barhani,49,769.0,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
133,kqqVceYxMn2,202503,indicator_1,100.0,ClbehnmwSec,Chandauli,Chandauli (Urban),29,,Varanasi Division,195,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
134,AzV6zQXaRba,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Bhatni,32,674.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
135,E5A2kSTc3PM,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Barhaj,27,672.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
136,EmKRIMSIXim,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Bankata,34,677.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
137,Kr0p5SNoG3J,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Deoria (Urban),8,,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
138,KsXL0whELQG,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Desai Deoria,26,665.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
139,LPTjBQ9rRWx,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Baitalpur,40,664.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
140,MJ1dhXmXROA,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Deoria Sadar,56,669.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
141,NVFxlXHdSmv,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Lar,30,676.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
142,S0dqgoK82zn,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Rampur Karkhana,30,668.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
143,ULhLz5tR5rr,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Bhagalpur,27,673.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
144,YRYbXgGEgwG,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Salempur,37,675.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
145,rMbW2gza9HD,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Bhaluani,35,671.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
146,rY5nGyzGedU,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Bhatpar Rani,34,678.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
147,rz3th45E7Sa,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Tarkulwa,23,666.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
148,tbaPfFzYkRT,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Rudrapur,39,670.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
149,uwDViZiXmha,202503,indicator_1,99.9515850310981,Tf9b9qcbghH,Deoria,Pathar Dewa,34,667.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
150,x6V2gbPDLjh,202503,indicator_1,100.0,Tf9b9qcbghH,Deoria,Gauri Bazar,47,663.0,Gorakhpur Division,188,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
151,B0QTEnRTAZg,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Itwa,36,592.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
152,EE0yO6YSNwL,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Siddharth Nagar (Urban),18,,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
153,N5oPV77d3Vf,202503,indicator_1,94.69372615755614,cP0p8qfm3il,Siddharth Nagar,Birdpur,31,584.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
154,OHdFJxcZU3t,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Mithwal,42,589.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
155,RtFh5dTx40I,202503,indicator_1,99.95069702498459,cP0p8qfm3il,Siddharth Nagar,Khesraha,37,590.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
156,SCLwreLwByy,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Jogia Khas,26,583.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
157,VQaZwzfLvV1,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Naugarh,37,585.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
158,WhN8Tp15uxY,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Khuniyaon,43,593.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
159,WvXTe5mm0Jg,202503,indicator_1,98.50119690562433,cP0p8qfm3il,Siddharth Nagar,Uska Bazar,21,586.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
160,dMZKc4fIqCl,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Bansi,35,588.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
161,fhrJdvxaNc3,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Shoharatgarh,28,582.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
162,fvt1qfVGM3G,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Barhni Bazar,28,581.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
163,nH12F0E43cT,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Domariyaganj,56,594.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
164,pWd385fXS6s,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Bhanwapur,41,591.0,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
165,rvgyhTDiBPh,202503,indicator_1,100.0,cP0p8qfm3il,Siddharth Nagar,Lotan,20,,Basti Division,185,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
166,B1rNgGH3FaM,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Bilari,51,44.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
167,ETOgxiqqzTT,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Moradabad,33,41.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
168,FPqrFlrWiLm,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Munda Pandey,45,42.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
169,MIhBWjsHb4j,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Chhajlet,45,39.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
170,WHjh3bRw6D7,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Moradabad (Urban),176,,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
171,aO4ZhXYOBeK,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Thakurdwara,40,37.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
172,f4VnN0yydmT,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Bhagatpur Tanda,45,40.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
173,gmAXrJ45VMf,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Kundarki Dingpur,62,43.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
174,yslHqhvvXn0,202503,indicator_1,100.0,YQNQoPjAIpV,Moradabad,Dilari,48,38.0,Moradabad Division,134,coverage,ante_natal,indicator_1,% of pregnant women received 4 or more ANC against estimated PW,p
