,block_id,date,indicator_id,perc_point,uid_district,district,block,0,map_id,division,div_map_id,type,domain,indicator_ids,indicator,calc_type
6498,BGRBILNZiPW,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Bangarmau,28,279.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6499,CYb7f3DOpb0,202503,indicator_4,3.6101083032490977,aT03mfdlNiF,Unnav,Unnao (Urban),23,,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6500,CpShKssApxk,202503,indicator_4,10.416666666666666,aT03mfdlNiF,Unnav,Asoha,27,289.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6501,EVsunDfk1Xx,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Bichhiya,31,287.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6502,Fy5oqtT0JAR,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Sumerpur,29,293.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6503,OC6qHC6pCm8,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Sikandarpur Sarausi,33,286.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6504,RLKVIOQ3q6x,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Purwa,28,290.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6505,RzW4W8GzuhH,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Ganj Moradabad,28,278.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6506,SvNkFaLvfio,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Bighapur,30,292.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6507,g9AzjVVJKJh,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Hasanganj,31,284.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6508,iudStsVG8zs,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Safipur,28,281.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6509,miCbY8KENnd,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Sikandarpur Karan,33,288.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6510,odvvm2fnyz9,202503,indicator_4,8.23045267489712,aT03mfdlNiF,Unnav,Mianganj,28,283.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6511,oeicJPH2lIq,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Hilauli,32,291.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6512,uhbQ7To0pN9,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Fatehpur Chaurasi,30,280.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6513,wk2JVEOAFPl,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Auras,30,282.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6514,ziD9Ib1XELX,202503,indicator_4,0.0,aT03mfdlNiF,Unnav,Nawabganj,31,285.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6515,BHNN3R3Nfyk,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Gangoh,49,7.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6516,Il5dY2TsnrT,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Nakur,38,6.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6517,J4lOM1HGEln,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Sarsawan,47,5.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6518,PqdYyxvXbjJ,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Puwarka,43,3.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6519,TkRtB84gkNd,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Nagal,39,10.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6520,ZUTLEFlviBI,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Nanauta,31,9.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6521,dTPUQF80iDV,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Muzaffarabad,57,2.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6522,oJLTrPrhs93,202503,indicator_4,1.6960208741030658,FKYZ3JbWq84,Saharanpur,Saharanpur (Urban),125,,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6523,oNfXWvtDaWv,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Deoband,45,11.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6524,obGw4WWLMlw,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Rampur Maniharan,28,8.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6525,qxErDQBKuLE,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Ballia Kheri,41,4.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6526,y5bGR23eUwH,202503,indicator_4,0.0,FKYZ3JbWq84,Saharanpur,Sadauli Qadeem,37,1.0,Saharanpur Division,132,quality,delivery_care,indicator_4,Still birth ratio,n
6527,BLgq44ZJkKh,202503,indicator_4,8.88888888888889,UAicdMLyuk4,Mirzapur,Majhawa,27,789.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6528,Dga9ieikVr5,202503,indicator_4,12.084592145015106,UAicdMLyuk4,Mirzapur,Jamalpur,43,798.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6529,T5YmZQx2cme,202503,indicator_4,0.0,UAicdMLyuk4,Mirzapur,Chhanvey,51,787.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6530,WxMksp7j6w7,202503,indicator_4,12.131715771230503,UAicdMLyuk4,Mirzapur,Mirzapur (Urban),20,,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6531,cGCEhMelufW,202503,indicator_4,15.07537688442211,UAicdMLyuk4,Mirzapur,Narainpur,40,797.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6532,dzvrdlSVdNw,202503,indicator_4,9.11854103343465,UAicdMLyuk4,Mirzapur,Hallia,41,793.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6533,fi3XI1IhyQO,202503,indicator_4,14.285714285714285,UAicdMLyuk4,Mirzapur,Rajgarh,41,795.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6534,moqnzHZCfQg,202503,indicator_4,0.0,UAicdMLyuk4,Mirzapur,Sikhar,20,796.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6535,qFq9YH9cPE2,202503,indicator_4,0.0,UAicdMLyuk4,Mirzapur,Nagar (City),46,790.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6536,sh5GrKleZLD,202503,indicator_4,8.097165991902834,UAicdMLyuk4,Mirzapur,Marihan,26,794.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6537,udEnBPS78Sf,202503,indicator_4,4.166666666666667,UAicdMLyuk4,Mirzapur,Lalganj,24,792.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6538,y74T9TfUPuz,202503,indicator_4,0.0,UAicdMLyuk4,Mirzapur,Pahari,24,791.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6539,zBM33fSxbqN,202503,indicator_4,5.813953488372093,UAicdMLyuk4,Mirzapur,Kon,21,788.0,Mirzapur Division,200,quality,delivery_care,indicator_4,Still birth ratio,n
6540,BWxu1bDp2ht,202503,indicator_4,6.230529595015576,vVqY3DPcpHf,Bareilly,Nawabganj,45,199.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6541,FjccMEGL0Hr,202503,indicator_4,2.6560424966799467,vVqY3DPcpHf,Bareilly,Shergarh,43,189.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6542,G7D5lGOMxxz,202503,indicator_4,17.75147928994083,vVqY3DPcpHf,Bareilly,Bhadpura,32,200.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6543,HZQTgHfOykd,202503,indicator_4,0.0,vVqY3DPcpHf,Bareilly,Aalampur Jafarabad,40,198.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6544,Hi4F69xrBS5,202503,indicator_4,0.0,vVqY3DPcpHf,Bareilly,Faridpur,33,202.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6545,KRQvi7JBiuf,202503,indicator_4,0.0,vVqY3DPcpHf,Bareilly,Fatehganj Pashchim,36,195.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6546,XmU9noLyhIA,202503,indicator_4,0.0,vVqY3DPcpHf,Bareilly,Majhgawan,46,197.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6547,fO0hzktt79F,202503,indicator_4,0.0,vVqY3DPcpHf,Bareilly,Baheri,47,188.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6548,fRl1gRWCXvz,202503,indicator_4,15.556768558951966,vVqY3DPcpHf,Bareilly,Bareily (Urban),214,,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6549,fpNl2OeBSp3,202503,indicator_4,18.75,vVqY3DPcpHf,Bareilly,Bhuta,37,201.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6550,gfXniA8E2yB,202503,indicator_4,17.094017094017097,vVqY3DPcpHf,Bareilly,Mirganj,31,194.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6551,m5Tn9LTc2Dy,202503,indicator_4,9.523809523809526,vVqY3DPcpHf,Bareilly,Bhojipura,33,191.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6552,pzDsoCMcPwD,202503,indicator_4,3.284072249589491,vVqY3DPcpHf,Bareilly,Richha,34,190.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6553,svsS1G8o1pm,202503,indicator_4,2.793296089385475,vVqY3DPcpHf,Bareilly,Ramnagar,31,196.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6554,ukz0TmnwKtW,202503,indicator_4,3.8167938931297707,vVqY3DPcpHf,Bareilly,Kyara,26,193.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6555,xIm2KLhn48h,202503,indicator_4,3.236245954692557,vVqY3DPcpHf,Bareilly,Bithrichainpur,39,192.0,Bareilly Division,150,quality,delivery_care,indicator_4,Still birth ratio,n
6556,BYGgaeM7fof,202503,indicator_4,20.689655172413794,lLvTDpBDY8u,Rae Bareli,Shivgarh,23,303.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6557,E6hdzl0I5tt,202503,indicator_4,12.5,lLvTDpBDY8u,Rae Bareli,Sataon,30,310.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6558,Gr3MErPlauk,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Salon,39,322.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6559,H1W08wOkXWC,202503,indicator_4,18.867924528301884,lLvTDpBDY8u,Rae Bareli,Sareni,35,313.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6560,KtYM7svxHgY,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Dalmau,32,315.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6561,NbdKCUBY7yL,202503,indicator_4,6.578947368421052,lLvTDpBDY8u,Rae Bareli,Mahrajganj,25,304.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6562,Q889SJwv9Ok,202503,indicator_4,18.51851851851852,lLvTDpBDY8u,Rae Bareli,Khiron,30,312.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6563,Sk3orHKxNQG,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Deenshah Gaura,21,,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6564,Y3jGyfeDYe1,202503,indicator_4,4.608294930875576,lLvTDpBDY8u,Rae Bareli,Bachhrawan,29,302.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6565,c89kPtwHW5H,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Rohniya,13,,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6566,jQRhw2yoQk2,202503,indicator_4,17.094017094017097,lLvTDpBDY8u,Rae Bareli,Harchandpur,26,308.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6567,lruABl36XZQ,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Dih,24,320.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6568,mbfOsRukNYs,202503,indicator_4,15.267175572519083,lLvTDpBDY8u,Rae Bareli,Chhatoh,21,321.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6569,pvZgEadkY59,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Amawan,25,309.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6570,qXzAAhlpnux,202503,indicator_4,30.76923076923077,lLvTDpBDY8u,Rae Bareli,Rae Bareli (Urban),14,,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6571,sd2I8M3xhLQ,202503,indicator_4,14.705882352941176,lLvTDpBDY8u,Rae Bareli,Lalganj,32,314.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6572,smTNQ0RRpOL,202503,indicator_4,0.0,lLvTDpBDY8u,Rae Bareli,Rahi,38,311.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6573,tv4Qque6scf,202503,indicator_4,6.172839506172839,lLvTDpBDY8u,Rae Bareli,Unchahar,29,319.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6574,yFYFE5vVAAA,202503,indicator_4,24.390243902439025,lLvTDpBDY8u,Rae Bareli,Jagatpur,17,317.0,Lucknow Division,155,quality,delivery_care,indicator_4,Still birth ratio,n
6575,Bc5VrfyFJO4,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Sandalpur,22,361.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6576,Dt0dgcTvEpm,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Derapur,26,356.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6577,HddGvNsPs8y,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Jhinjhak,27,355.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6578,OnFJhLr5Af4,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Sarbankhera,31,358.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6579,QavHaYYE31I,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Malasa,28,359.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6580,RCZZTOaqXrm,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Rajpur,27,362.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6581,XyAwdfjaKov,202503,indicator_4,7.575757575757576,k3D0AumUCiC,Kanpur Dehat,Akbarpur,47,357.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6582,cIW3SsdBXzj,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Amrodha,36,360.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6583,jc9CoHdLFLu,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Rasulabad,41,353.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6584,qt0Ra0vMorS,202503,indicator_4,0.0,k3D0AumUCiC,Kanpur Dehat,Maitha,35,354.0,Kanpur Nagar Division,161,quality,delivery_care,indicator_4,Still birth ratio,n
6585,BkcbTCyupP9,202503,indicator_4,7.633587786259541,XBLhrSWGytu,Mainpuri,Jagir,25,168.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6586,Dn4n2S6qEWw,202503,indicator_4,0.0,XBLhrSWGytu,Mainpuri,Bewar,43,167.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6587,EeFlmvJs36p,202503,indicator_4,7.194244604316547,XBLhrSWGytu,Mainpuri,Barnahal,29,164.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6588,GdimZzDSdCV,202503,indicator_4,4.716981132075471,XBLhrSWGytu,Mainpuri,Ghiror,35,161.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6589,HNZwOODMyul,202503,indicator_4,5.9880239520958085,XBLhrSWGytu,Mainpuri,Karhal,34,165.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6590,O8puBy9wDpN,202503,indicator_4,0.0,XBLhrSWGytu,Mainpuri,Mainpuri (Urban),29,,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6591,PZAj1qhZHhE,202503,indicator_4,12.605042016806722,XBLhrSWGytu,Mainpuri,Kuraoli,32,162.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6592,Ri9nZlNp7vJ,202503,indicator_4,12.931034482758621,XBLhrSWGytu,Mainpuri,Sultanganj,43,166.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6593,covI1BtEX12,202503,indicator_4,7.342143906020558,XBLhrSWGytu,Mainpuri,Mainpuri,68,163.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6594,yWnYeaWXCE1,202503,indicator_4,13.761467889908257,XBLhrSWGytu,Mainpuri,Kishni,41,169.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6595,C4DRedrM3Pb,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Jasrana,25,157.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6596,GcLGdTGiU8M,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Kotla (Narkhi),38,153.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6597,R0tPbvDqGLH,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Firozabad,46,154.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6598,TEd7x916bEz,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Madanpur,41,160.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6599,TJrLeyFzLWY,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Tundla,45,152.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6600,fAXjUK5F5Xr,202503,indicator_4,5.687203791469194,eJTsuE56XDF,Firozabad,Firozabad (Urban),66,,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6601,ipancoUtUKq,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Kheragarh (Hathwant),32,156.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6602,njhb7CY73zh,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Araon,30,159.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6603,rgR8kKaylIH,202503,indicator_4,3.1847133757961785,eJTsuE56XDF,Firozabad,Shikohabad,35,158.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6604,v4LM2W1q50L,202503,indicator_4,0.0,eJTsuE56XDF,Firozabad,Eka,44,155.0,Agra Division,146,quality,delivery_care,indicator_4,Still birth ratio,n
6605,C9qOAPWGoUS,202503,indicator_4,13.223140495867769,iE0E3nLioFr,Bahraich,Phakharpur,57,545.0,Gonda Division,182,quality,delivery_care,indicator_4,Still birth ratio,n
6606,CjshmDK5t8E,202503,indicator_4,0.0,iE0E3nLioFr,Bahraich,Huzoorpur,44,546.0,Gonda Division,182,quality,delivery_care,indicator_4,Still birth ratio,n
