block_id,date,indicator_id,perc_point
AvDeCxhTMWB,201710,indicator_16,6.52173913
lbRa62r2r1d,201710,indicator_16,1.088270859
XnEGHve0wKr,201710,indicator_16,0.841514727
gmAXrJ45VMf,201710,indicator_16,1.162239089
wzWcav8jSNr,201710,indicator_16,1.346801347
Sz7oQppp6s9,201710,indicator_16,2.041742287
IiY5fP1UuFV,201710,indicator_16,
xm14yPwUttg,201710,indicator_16,3.03125
B3CnhXWWije,201710,indicator_16,0.412912913
BYiQDRJhWWk,201710,indicator_16,
YIfO8FmqA6j,201710,indicator_16,3.309859155
JTRnaTY9yhN,201710,indicator_16,1.244813278
OHnlTAIgKxY,201710,indicator_16,1.895886889
BhMAwU8XZey,201710,indicator_16,1.447574335
vgRr0JIJR7M,201710,indicator_16,2.746365105
vvIR3mOcYGz,201710,indicator_16,2.62455516
XZ4UCP8boX8,201710,indicator_16,2.599486521
p7wG9B3Zqol,201710,indicator_16,2.252906977
SgYEydzGGbJ,201710,indicator_16,1.019690577
