calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2023-01-01,Kushinagar,xUeHwd9FQkg,188,Gorakhpur Division,JSY,% JSY Incentive,36,189,22.924411400247827,4,JSY,2023,9
p,2023-01-01,Kushinagar,xUeHwd9FQkg,188,Gorakhpur Division,Fund,% of fund utilized against approved budget,35,189,37.7,4,Fund,2023,9
p,2023-01-01,Kushinagar,xUeHwd9FQkg,188,Gorakhpur Division,TB,Treatment Success Rate  as per total cases notified,37,189,88.5,4,TB,2023,9
p,2023-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,JSY,% JSY Incentive,36,156,54.47870778267254,4,JSY,2023,7
p,2023-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,Fund,% of fund utilized against approved budget,35,156,28.6,4,Fund,2023,7
p,2023-01-01,Unnav,aT03mfdlNiF,155,Lucknow Division,TB,Treatment Success Rate  as per total cases notified,37,156,85.7,4,TB,2023,7
p,2023-01-01,Gonda,y8WarEkWCul,182,Gonda Division,JSY,% JSY Incentive,36,183,55.71734475374732,4,JSY,2023,2
p,2023-01-01,Gonda,y8WarEkWCul,182,Gonda Division,Fund,% of fund utilized against approved budget,35,183,27.2,4,Fund,2023,2
p,2023-01-01,Gonda,y8WarEkWCul,182,Gonda Division,TB,Treatment Success Rate  as per total cases notified,37,183,88.1,4,TB,2023,2
p,2023-01-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,JSY,% JSY Incentive,36,172,45.50535631113181,4,JSY,2023,16
p,2023-01-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,Fund,% of fund utilized against approved budget,35,172,30.9,4,Fund,2023,16
p,2023-01-01,Fatehpur,ibLiLcaKzw2,172,Prayagraj Division,TB,Treatment Success Rate  as per total cases notified,37,172,89.4,4,TB,2023,16
p,2023-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,JSY,% JSY Incentive,36,180,25.705568268497327,4,JSY,2023,23
p,2023-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,Fund,% of fund utilized against approved budget,35,180,34.5,4,Fund,2023,23
p,2023-01-01,Bahraich,iE0E3nLioFr,182,Gonda Division,TB,Treatment Success Rate  as per total cases notified,37,180,87.0,4,TB,2023,23
p,2023-01-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,JSY,% JSY Incentive,36,198,30.59113300492611,4,JSY,2023,50
p,2023-01-01,Bhadohi,PeUY1vj02UQ,200,Mirzapur Division,Fund,% of fund utilized against approved budget,35,198,32.4,4,Fund,2023,50
