calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2025-03-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,ANC,% of severe anaemic PW treated,4,164,51.50078988941547,4,ANC,2025,65
p,2025-03-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,PNC,% of new born breastfed within one hour of birth,5,164,70.173326913818,4,PNC,2025,65
p,2025-03-01,Kanpur Nagar,QVMRMhzVrrS,161,Kanpur Nagar Division,delivery_care,% of live babies weighted at birth,6,164,78.64708714492056,4,delivery_care,2025,65
p,2025-03-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,ANC,% ANC registered in First trimester,1,206,98.46547314578005,4,ANC,2025,75
p,2025-03-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,communicable_diseases,Success rate of positive tuberculosis cases,2,206,90.1,4,communicable_diseases,2025,75
p,2025-03-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,ANC,% of severe anaemic PW treated,4,206,58.73015873015874,4,ANC,2025,75
p,2025-03-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,PNC,% of new born breastfed within one hour of birth,5,206,99.3744787322769,4,PNC,2025,75
p,2025-03-01,Amethi,StsLkYw1G0m,176,Ayodhya Division,delivery_care,% of live babies weighted at birth,6,206,99.83319432860719,4,delivery_care,2025,75
p,2025-03-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,ANC,% ANC registered in First trimester,1,190,88.24767920375155,4,ANC,2025,19
p,2025-03-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,communicable_diseases,Success rate of positive tuberculosis cases,2,190,85.7,4,communicable_diseases,2025,19
p,2025-03-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,ANC,% of severe anaemic PW treated,4,190,52.83018867924528,4,ANC,2025,19
p,2025-03-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,PNC,% of new born breastfed within one hour of birth,5,190,97.76992113135708,4,PNC,2025,19
p,2025-03-01,Deoria,Tf9b9qcbghH,188,Gorakhpur Division,delivery_care,% of live babies weighted at birth,6,190,99.04813706826216,4,delivery_care,2025,19
p,2025-03-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,ANC,% ANC registered in First trimester,1,199,95.62157003101885,4,ANC,2025,20
p,2025-03-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,communicable_diseases,Success rate of positive tuberculosis cases,2,199,94.8,4,communicable_diseases,2025,20
p,2025-03-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,ANC,% of severe anaemic PW treated,4,199,95.55555555555556,4,ANC,2025,20
p,2025-03-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,PNC,% of new born breastfed within one hour of birth,5,199,99.431964885102,4,PNC,2025,20
p,2025-03-01,Mirzapur,UAicdMLyuk4,200,Mirzapur Division,delivery_care,% of live babies weighted at birth,6,199,99.79344177640071,4,delivery_care,2025,20
p,2025-03-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,ANC,% ANC registered in First trimester,1,168,86.2162162162162,4,ANC,2025,36
p,2025-03-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,communicable_diseases,Success rate of positive tuberculosis cases,2,168,92.9,4,communicable_diseases,2025,36
p,2025-03-01,Hamirpur,VSI7HobT5qL,170,Chitrakoot Division,ANC,% of severe anaemic PW treated,4,168,32.59911894273127,4,ANC,2025,36
